Ricness,PD,AvTD,EDGE
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0.699914225,0.3186396,2.98116735146072
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0.48815525,0.87779023,3.10723519785794
7,1.068332625,1.56907378,6.77326501753608
0,0,0,0
2,0.325770955,0.40547944,2.23644425919274
1,0.12313004,0.20932813,1.06039782039397
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9,2.987695745,3.75144066,9.0208981334187
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
16,3.97054559,5.49000256,18.6094308524228
7,1.76030406,2.59424714,7.6428983998943
4,1.423721615,2.015312,4.45105549760219
0,0,0,0
7,3.08538638,3.82609785,6.57741740128746
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0.12313004,0.20932813,1.06039782039397
6,1.04912528999991,1.59591989000009,6.74564487427776
12,2.51988965999991,3.64523018000009,12.9542365291453
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
19,4.0954588,4.13474531666667,20.1963397726529
7,0.83125224,1.1081121,8.71884628654812
7,1.84986367,2.52733425,10.255595367641
10,2.383301745,3.13346767,12.5808198879219
2,0.047853335,0.02780108,2.06525513866748
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
15,2.608862655,3.62648596666667,17.4888743685195
2,0.163549055,0.25837923,2.390209745461
2,1.148772685,0.9150312,1.71884515227032
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
22,5.078151905,4.63640115,25.5311429289611
5,0.52809731,0.38276977,5.45099511368433
0,0,0,0
0,0,0,0
0,0,0,0
7,2.72882537,1.52463197,6.01324352403524
13,3.125980785,2.20134706166667,14.8106472880688
4,2.51585582,2.67231837,6.21500684157087
0,0,0,0
8,1.44835094,2.3040973,10.4099779192719
10,1.26352738,1.88417837,12.5170085444064
34,8.80479819,6.86340244,39.8445522000437
18,4.60839465499991,4.76207984000009,20.2886219238528
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6,0.680200075,0.5390865,6.47857851588745
40,8.828017765,8.26513929866666,40.2117972941952
23,5.428352045,4.25650792666667,27.6774161586955
0,0,0,0
3,0.16225035,0.17123388,2.94953293853867
0,0,0,0
4,0.54351472,0.2409651,5.07758448332306
4,0.2795071,0.37226123,5.95441430064982
2,0.33871184,0.44083368,1.95706535715244
2,0.257748875,0.33238533,2.17266660588772
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7,0.74990262,1.2858877,7.71646895122508
36,8.20603849,7.62781361166666,39.7868640805299
44,8.08401205499991,7.11798857066676,46.869746627743
19,4.19755359,4.30620794333333,18.5779588724525
40,8.534088805,8.41717999833333,41.5175557312437
15,4.15825112,5.20656227833333,17.691277980918
20,3.63241899,3.71491242833333,20.249781376143
0,0,0,0
0,0,0,0
2,0.48786488,0.92885854,1.90530359634264
2,0.590640744999907,0.918702640000092,1.715839411881
54,11.815006925,9.2669557235,61.564393373802
25,6.81852727,5.59000057,27.2982530438017
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
53,9.02452514999991,8.17677870119057,64.549105084829
63,11.1344845799999,10.2465483226668,71.2387761462101
5,1.543999865,1.83174245,7.63805075704796
4,1.05013711,1.27375829,4.75499565259415
16,4.51475059,5.60889772333333,20.0006630629582
27,4.43156399,3.46807127733333,30.3798568217338
25,5.508121025,3.50696388333333,24.1876441573063
7,0.99693231,1.073928,6.54779260488113
18,3.55883497,4.31323445333333,16.7380977541712
11,3.414384855,3.57298263333333,13.4241989390175
36,7.172434775,7.36624068533333,40.5899954712066
23,2.56047315,2.42982170433333,25.4415803881941
19,1.53016455,0.830317032,21.4674199399026
5,1.004360145,1.75398499,5.43453764896297
0,0,0,0
2,0.118718875,0.19131435,1.89339043982019
2,0.450112244999907,0.488169520000092,2.22825752951762
12,0.736292315,0.76617278,12.4505908996428
72,11.7484296049999,8.24189503057152,72.6753222152901
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17,1.788893505,2.71887849066667,25.6371863345903
13,1.03543273,1.02648463,15.7708980203997
27,5.57302102,5.55079706766667,26.7949733758267
1,0.685784684999998,0.686585779999998,0.77642144309117
22,1.82662967,1.86566054866667,26.6285208677396
22,3.148152075,3.23844057866667,22.6334933710664
12,0.61838854,0.137675891333333,11.487619287768
44,10.29271311,8.19411689333333,44.4584364134395
19,4.05935509499991,5.25936263666676,20.1953236932724
8,3.284860815,3.81490815,7.77244962364716
8,1.862334575,1.34950881,11.6366097072087
2,0.6997155,0.93918882,1.61559520469609
11,1.08202483,0.90455368,12.9911542452976
6,0.76938624,0.71269676,6.05007572841171
0,0,0,0
1,0.303965885,0.34198063,0.734669564265399
14,2.09561577999991,2.26917163666676,14.7022138086771
3,0.77983184,1.22527138,3.0781494016792
2,0.282219275,0.36980419,2.29070680673362
46,4.67585372499991,4.50234563766676,47.6544083184322
67,12.076597565,8.60008774928571,68.3714973559704
4,1.22429869,1.73243572,3.5453097560676
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8,1.938475215,2.27418691,9.22152397336633
7,1.59820276,1.85704268,7.14130525602477
6,1.081222105,1.54422344,5.69050790033856
15,0.63745937,0.412882248666667,16.784374530438
14,0.61199377,0.377453308666667,15.54469508228
10,1.39857437,1.74586988,10.1606587252383
6,0.69266452,0.84954744,6.21327976570151
2,0.210685345,0.29401026,2.27601319224414
6,3.071479455,3.27732937333333,6.12231910533271
17,4.5797968,2.49565632,18.8063156298898
3,0.72924849,0.97441697,2.33547011948855
6,0.50936236,0.46407521,7.71615850624757
0,0,0,0
0,0,0,0
0,0,0,0
5,0.50892979,0.65804975,4.90949669621755
15,2.43240112,3.086778885,17.7145470390788
3,0.477478345,0.49732668,2.56776758064486
5,0.8032493,0.90280612,4.8042118398376
2,0.005675945,0.0041242,2.0604419903565
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
48,11.35813624,8.082881204,55.8735533525512
78,14.8025485649999,10.0235041320001,86.401802013721
9,3.39899467,1.6693432,10.1393918369849
12,5.552996885,3.59709936,14.321912629008
1,0.043968385,0.04898785,0.785148209908981
10,1.60509806999991,1.80947625666676,11.8518204213248
1,0.457768715,0.66646699,0.97237810252819
7,3.59049445,3.93802669,9.99108653218256
26,7.20934181999991,7.98662783000009,28.0108732393679
54,12.1518525249999,7.88694571466676,59.8508659561517
11,1.38229941000001,2.03203226000007,14.5949871841193
3,0.414907585,0.52577154,2.25246217586518
0,0,0,0
0,0,0,0
9,1.77724001,1.95748425,8.55886964793198
4,36.372246305,72.56498803,7.10408458299415
38,8.36589507,4.19787935866667,39.382523907599
5,0.92610709,0.77024132,4.07733672044224
19,2.01404555499991,1.81675209633343,21.8251286028001
3,0.215214395,0.28887213,3.34805590636863
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,0.456408075,0.80280175,4.33422877368803
35,5.67110240499991,5.45969247833342,35.8653961084983
22,5.211517035,3.61529358666667,27.4932155777636
53,10.75736214,8.439456911,59.5364231857368
3,0.59459152,0.63100684,2.72771138884979
6,2.80707851,3.19314664666666,5.16334905984199
2,0.181220635,0.19224474,3.16173969366508
16,40.279322655,75.7637457883334,19.1064791479799
1,0.231340815,0.29677762,1.00695590075504
21,5.6570399599999,3.59332948200009,24.4390015504731
12,2.769615205,3.14133225666667,14.2501412946566
1,0.02429006,0.0337412,0.799777126729769
0,0,0,0
16,4.39925175,5.18229778,16.2154188234937
15,3.977740085,4.02893506,17.8100013233901
35,5.628428875,4.473193994,37.4016719297902
26,3.980518295,3.40478618666667,28.2652162353754
14,0.939093045,0.979186613333333,16.3847193642939
22,3.102271995,3.41474304666667,20.3578794606358
4,0.52150302,0.93022332,6.16009004403777
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0.320412439999907,0.287994660000092,1.80454488243697
48,11.8306891349999,9.41692664166676,49.0145565470868
21,6.46839762,3.344640315,22.3158622961686
1,0.4605932,0.77004721,0.875709422077484
27,6.70714917,7.43102202,28.1195882733279
13,3.920316495,3.67966476333333,15.3447447872761
9,2.69670678,3.23006453,7.94627655268223
46,6.72748957999991,6.7034528625239,54.7349548542806
12,1.85009244,1.65485447,11.3489412302544
29,7.724436995,7.85283501035714,29.6763121385742
19,5.4239489,5.04027309,20.6821059619905
37,7.76013466,4.780416602,41.7078543157536
0,0,0,0
10,2.445674055,3.98830406,9.8640700839074
16,2.43491494,2.95812224,17.5902346095714
9,1.140693585,1.12277228,8.86365806595547
28,3.32089491999991,3.31651021333342,31.1785611630448
17,2.75163475499991,2.20265761833343,23.8229361674538
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,0.36413975,0.23031977,4.30495722679345
3,0.49841914,0.63210232,3.18555134925207
23,4.39626456499991,5.17744865000009,23.400800288733
1,0.17366819,0.24916271,1.20886085698963
2,0.378135525,0.29733419,1.80423717643662
0,0,0,0
0,0,0,0
1,0.233628775,0.39754781,0.764878153783867
7,0.325873145,0.36911167,8.43290693812963
12,3.120523455,3.01651354,14.8624231751702
2,0.41797336,0.38370083,1.8119938703628
2,0.78935055,0.908735199999999,2.21663559744842
6,0.841018265,1.05381428,5.61471012509058
0,0,0,0
0,0,0,0
7,0.524459765,0.65169399,7.92273418098114
20,1.975806145,2.091383772,20.1281516615875
70,12.492893115,7.29203283333355,78.4849052373796
15,2.3069615,2.62542447333333,17.1236481659842
7,1.164072425,1.71688038,8.2536095598322
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
49,9.68455312999991,8.65896048566676,56.1255955450396
4,0.979513295,0.93799782,4.97573387810768
12,3.283101145,2.45010461666666,11.3123001547986
32,6.2428887,5.09421292,37.7547014299013
32,8.12745167999991,8.03643188200009,34.1696608711593
16,5.762461165,4.22303808333333,20.3188377213302
23,6.45333729499999,5.92213790166667,25.5289966771245
38,9.5818537649999,10.3005189633334,37.5892331466241
0,0,0,0
3,0.637061125,0.51495969,2.92357775943018
4,0.70480665,0.42850025,3.26216523338656
9,1.468538995,1.55418269,9.39290044516297
16,3.015427345,1.85685223666667,21.935819405266
3,1.17163146,1.35633033,2.6023883161725
3,0.50249089,0.6338445,2.53133015442356
4,0.62633405,0.74315723,4.09977439477831
6,1.402257875,1.3544556,5.27696581842667
9,2.238023775,2.51626263,11.2532036472843
11,1.82457300999991,2.27270660500009,15.0292331646333
1,0.220986255,0.24830769,0.889693049704112
5,1.3368983,1.5381678,6.08183734192938
13,1.313404335,1.23362881,12.9243766907609
8,0.857587749999907,0.919801550000092,8.55775269833851
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
13,2.5465134,3.10528454,12.3248565300698
13,2.23542307,2.61475786,15.6490206523019
7,2.19465031,2.38189243333333,7.66658495050241
15,2.97694375,3.14947193266667,13.8181533533448
26,8.797525315,9.21426458333333,27.4571534720821
23,7.16387073,6.42998131166666,26.2234137137954
40,9.607604085,5.65932702033333,42.3284429543622
48,10.7659764949999,10.3046859745239,54.9623794981966
10,2.184195795,2.39457409333333,9.40262264813958
22,2.53842364,2.19994469166667,25.3021916068976
8,0.61636423,0.56450515,7.18872157218217
33,7.651386705,6.55044361766667,43.2183874079754
3,0.307443755,0.25730702,2.74666940209599
21,6.68667365,5.36720455,25.1006024760932
19,4.73127504,4.801918944,20.3769036206542
1,0.037659455,0.01582804,0.734150133411016
2,0.04270526,0.07215648,1.91736262088783
12,1.803284255,1.95058701,12.8654989092973
9,1.362834715,1.72893126333333,10.729743874162
8,1.38997517,1.41278619,7.98590673404393
26,38.92233264,1.71686467866667,33.8637918393731
11,1.49329681,1.96979355,13.2163597396136
1,0.035848985,0.03752072,1.07045459026073
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
75,9.69448304,6.59319963088889,78.1314783125744
107,18.26352422,10.8342071678571,123.395422249103
7,0.878609565,1.03597208,8.44240240163489
32,6.85557633499991,6.63207363000009,37.0868628465498
3,0.27679404,0.40660483,2.87916635062995
